Provinsi,Kab_Kota,Kecamatan,Kelurahan_Desa,Alamat,Nama_SPPG,Longitude,Latitude
JAWA TIMUR,MADIUN,DOLOPO,LEMBAH,"Lembah Rt 02 Rw 01 , Lembah, Kec. Dolopo, Kab. Madiun, Jawa Timur",SPPG Madiun Dolopo Lembah,111.5004309,-7.7822998
JAWA TIMUR,MOJOKERTO,NGORO,NGORO,"Dusun Kecapangan, Desa Ngoro Kecamatan Ngoro, Kabupaten Mojokerto, Jawa Timur",SPPG Mojokerto Ngoro Ngoro 3,112.622334229673,-7.557969621748
JAWA TIMUR,TUBAN,BANGILAN,NGROJO,"Jl. Ngrojo 1, Ngrojo Bangilan, Ngrojo, Kec. Bangilan, Kab. Tuban, Jawa Timur",SPPG Tuban Bangilan Ngrojo,111.7298355,-6.9899578
JAWA TIMUR,PROBOLINGGO,TONGAS,TONGAS KULON,"Dusun Bunot Rt 018 Rw 006 Desa Tongaskulon, Kec. Tongas, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Tongas Tongas Kulon,113.0916028,-7.7464811
JAWA TIMUR,LAMONGAN,GLAGAH,GLAGAH,"JL. RAYA PUK NO. 01 GLAGAH, KECAMATAN GLAGAH, KABUPATEN LAMONGAN, JAWA TIMUR",SPPG Lamongan Glagah Glagah 2,112.497521571603,-7.05622036414
JAWA TIMUR,PACITAN,NGADIROJO,HADIWARNO,"Hadiwarno, Kec. Ngadirojo, Kab. Pacitan, Jawa Timur",SPPG Pacitan Ngadirojo Hadiwarno,111.311698,-8.249301
JAWA TIMUR,BANYUWANGI,TEGALSARI,TEGALSARI,"Jl. Sunan Drajat RT 03 RW 03 Krajan 1, Kelurahan Tegalsari, Kecamatan Tegalsari, Kabupaten Banyuwangi, Jawa Timur",SPPG Banyuwangi Tegalsari Tegalsari,114.149688912117,-8.435051660157
JAWA TIMUR,SUMENEP,ARJASA,SUMBERNANGKA,"Sumbernangka, Kecamatan Arjasa, Kabupaten Sumenep, Jawa Timur",SPPG Sumenep Arjasa Sumbernangka,115.2751448,-6.8570906
JAWA TIMUR,PONOROGO,JAMBON,MENANG,"Jl. Ponorogo Wonogiri, Rt.1/Rw.1, Genting, Menang, Kec. Jambon, Kab. Ponorogo, Jawa Timur",SPPG Ponorogo Jambon Menang,111.3845908,-7.8733604
JAWA TIMUR,SIDOARJO,CANDI,SEPANDE,"Jl. Pesantren, Sepande, Kecamatan Candi, Kabupaten Sidoarjo, Jawa Timur",SPPG Sidoarjo Candi Sepande 6,112.701077694182,-7.459486162786
JAWA TIMUR,KOTA MALANG,SUKUN,KEBONSARI,"Jl. Satsui Tubun 28A, Kebonsari, Kec. Sukun, Kota Malang, Jawa Timur",SPPG Kota Malang Sukun Kebonsari 2,112.623229632522,-8.02174401874
JAWA TIMUR,SUMENEP,GULUK-GULUK,PORDAPOR,"Pordapor, Kecamatan Guluk Guluk, Kabupaten Sumenep, Jawa Timur",SPPG Sumenep Guluk-guluk Pordapor,113.6358322,-7.0560105
JAWA TIMUR,LUMAJANG,ROWOKANGKUNG,SUMBERSARI,"RT 06 RW 02 Dusun Bayur, Desa Sumbersari Kec. Rowokangkung, Kab. Lumajang, Jawa Timur",SPPG Lumajang Rowokangkung Sumbersari,113.3118511,-8.1788785
JAWA TIMUR,PAMEKASAN,PASEAN,BATOKERBUY,"Jl. Dempo Barat, Kowel, Batokerbuy, Kec. Pasean, Kab. Pamekasan, Jawa Timur",SPPG Pamekasan Pasean Batokerbuy,113.599289,-6.906584
JAWA TIMUR,KEDIRI,KRAS,PURWODADI,"Desa Purwodadi, Kecamatan Kras, Kabupaten Kediri, Jawa Timur",SPPG Kediri Kras Purwodadi,111.96196140188,-7.94722724394
JAWA TIMUR,PAMEKASAN,PAMEKASAN,LADEN,"Dusun Barat Rt 03 Rw 04 , Laden, Pamekasan, Kab. Pamekasan, Jawa Timur",SPPG Pamekasan Pamekasan Laden,113.473331,-7.173122
JAWA TIMUR,NGANJUK,NGRONGGOT,CENGKOK,"Jl. Supriadi No. 03 Rt. 010, Rw. 017 Dukuh Kedung Lo, Cengkok, Kecamatan Ngronggot, Kabupaten Nganjuk, Jawa Timur",SPPG Nganjuk Ngronggot Cengkok,112.03951,-7.688506
JAWA TIMUR,NGANJUK,NGANJUK,BEGADUNG,"Jl. Widas Rt 004 Rw 003, Begadung, Nganjuk, Kab. Nganjuk, Jawa Timur",SPPG Nganjuk Nganjuk Begadung 2,111.905891356066,-7.578171889499
JAWA TIMUR,NGAWI,NGRAMBE,CEPOKO,"Jl. Raya Ngrambe Walikukun Rt 005 Rw 002, Cepoko, Ngrambe, Kab. Ngawi, Jawa Timur",SPPG Ngawi Ngrambe Cepoko,111.2139,-7.4774
JAWA TIMUR,PACITAN,NAWANGAN,SEMPU,"Jl. Raya Sempu, Rt 2 Rw 7 Kec. Nawangan, Kab. Pacitan, Jawa Timur",SPPG Pacitan Nawangan Sempu,111.2181762,-7.9931598
JAWA TIMUR,SAMPANG,SAMPANG,DALPENANG,"Jl. Syuhada gang II RT 04 RW 05 Kel Dalpenang Kec Sampang Kab Sampang, DALPENANG, SAMPANG, KAB. SAMPANG, JAWA TIMUR",SPPG Sampang Sampang Dalpenang,113.255340261185,-7.190794666749
JAWA TIMUR,PROBOLINGGO,WONOMERTO,SUMBERKARE,"Dusun Kranjan Rt 10 Rw 03, Desa Sumberkare, Kec. Wonomerto, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Wonomerto Sumberkare,113.137327,-7.808742
JAWA TIMUR,NGANJUK,REJOSO,SUKOREJO,"Jl. Halim Perdanakusuma RT.04 / RW.001, SUKOREJO, REJOSO, KAB. NGANJUK, JAWA TIMUR",SPPG Nganjuk Rejoso Sukorejo,111.8857286,-7.5605073
JAWA TIMUR,BLITAR,PONGGOK,KARANGBENDO,"Jl. Masjid No. 99 Ds. Karangbendo Rt. 01/05 Kec. Ponggok, Kab. Blitar, Jawa Timur",SPPG Blitar Ponggok Karangbendo 2,112.111908869857,-8.015205088795
JAWA TIMUR,MALANG,PONCOKUSUMO,GUBUGKLAKAH,Jln Raya Gubugklakah Rt.07 Rw.07 Kecamatan Poncokusumo Kabupaten Malang Jawa Timur,SPPG Malang Poncokusumo Gubugklakah 2,112.8496097,-8.0108071
JAWA TIMUR,PAMEKASAN,TLANAKAN,TLANAKAN,"Dusun Ragang, Desa Tlanakan, Kecamatan Tlanakan, Kabupaten Pamekasan, Provinsi Jawa Timur, Kode Pos 69371",SPPG Pamekasan Tlanakan Tlanakan,113.435862,-7.205728
JAWA TIMUR,BANYUWANGI,SILIRAGUNG,SILIRAGUNG,"SPPG Forum Kyai Kampung Banyuwangi RT 004/RW 004, Dusun Krajan, Desa Siliragung, Kecamatan Siliragung, Kabupaten Banyuwangi, Provinsi Jawa Timur",SPPG Banyuwangi Siliragung Siliragung,114.120021159498,-8.560662021256
JAWA TIMUR,PASURUAN,BANGIL,KAUMAN,"Jl. Sepat No.717, Kauman, Rt 11 Rw 03, Kec. Bangil, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Bangil Kauman 2,112.782400418168,-7.5918144462
JAWA TIMUR,MAGETAN,NGARIBOYO,BANJAREJO,"Rt.005/Rw.001, Ds.Banjarejo, Kec. Ngariboyo, Kab. Magetan, Jawa Timur",SPPG Magetan Ngariboyo Banjarejo 2,111.3703,-7.671
JAWA TIMUR,NGAWI,BRINGIN,MOJO,"Rt 4 Rw 2 Jalan Kyai Mojo Desa Mojo Kec. Bringin Kab. Ngawi, Jawa Timur",SPPG Ngawi Bringin Mojo,111.5863553,-7.4262733
JAWA TIMUR,PONOROGO,SLAHUNG,NAILAN,"Jl. Raya Ponorogo Pacitan, Nailan, Kec. Slahung, Kab. Ponorogo, Jawa Timur",SPPG Ponorogo Slahung Nailan,111.414645797254,-8.035564487115
JAWA TIMUR,SAMPANG,SAMPANG,BANYUANYAR,"Jl. Trunojoyo, No.95, Sampang, Banyuanyar, Sampang, Kab. Sampang",SPPG Sampang Sampang Banyuanyar 2,113.251212031232,-7.202472000943
JAWA TIMUR,SAMPANG,OMBEN,SOGIAN,"Jl. Raya Sogian Omben Sampang, Sogian, Kec. Omben, Kab. Sampang, Jawa Timur",SPPG Sampang Omben Sogian,113.3268,-7.1124
JAWA TIMUR,MAGETAN,TAKERAN,JOMBLANG,"Jl. Raya Takeran Desa Jomblang, Kec. Takeran, Kab. Magetan, Jawa Timur 63381",SPPG Magetan Takeran Jomblang,111.4868324,-7.6752919
JAWA TIMUR,JEMBER,BANGSALSARI,CURAHKALONG,"Dusun Krajan Rt 001 Rw 006 Desa Curahkalong, Kecamatan Bangsalsari, Kabupaten Jember, Jawa Timur",SPPG Jember Bangsalsari Curahkalong,113.5567988,-8.0960843
JAWA TIMUR,BANGKALAN,AROSBAYA,BUDURAN,"Dusun Paserean, Buduran, Kecamatan Arosbaya, Kabupaten Bangkalan, Jawa Timur",SPPG Bangkalan Arosbaya Buduran,112.8501916,-6.9481255
JAWA TIMUR,JOMBANG,JOMBANG,TAMBAKREJO,"Jl. Kh. Abd. Wahab Chasbullah Dusun Tambakberas, Tambakrejo, Kec. Jombang, Kab. Jombang, Jawa Timur",SPPG Jombang Jombang Tambakrejo 5,112.2361469,-7.5183309
JAWA TIMUR,MAGETAN,KARANGREJO,GRABAHAN,"Jl. Raya Maospati Ngawi No.7, Kembar, Grabahan, Kec. Karangrejo, Kab. Magetan, Jawa Timur",SPPG Magetan Karangrejo Grabahan,111.424395895269,-7.566771411224
JAWA TIMUR,KOTA BATU,BATU,NGAGLIK,"Jl. Terusan Kasiman Batu Ngaglik, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur",SPPG Kota Batu Batu Ngaglik 4,112.518820888984,-7.872100040179
JAWA TIMUR,GRESIK,GRESIK,TLOGO PATUT,"Jl. Dr. Soetomo No.100, Trate, Kecamatan Gresik, Kabupaten Gresik, Jawa Timur",SPPG Gresik Gresik Tlogo Patut,112.642087560446,-7.163854980452
JAWA TIMUR,KOTA MADIUN,TAMAN,MOJOREJO,"Jl. Margobawero No 15, Mojorejo, Kec. Taman, Kota Madiun, Jawa Timur",SPPG Kota Madiun Taman Mojorejo 2,111.535482970781,-7.635523992421
JAWA TIMUR,MALANG,KROMENGAN,PENIWEN,"Jl. Kertorejo, Peniwen, Kec. Kromengan, Kab. Malang, Jawa Timur",SPPG Malang Kromengan Peniwen,112.471196,-8.11022
JAWA TIMUR,KOTA MALANG,BLIMBING,POLEHAN,"Jl. Kalimasoso IX Kelurahan Polehan, Kecamatan Blimbing, Kota Malang, Jawa Timur",SPPG Kota Malang Blimbing Polehan 2,112.645,-7.9876
JAWA TIMUR,TRENGGALEK,BENDUNGAN,SRABAH,"Jl. Trenggalek Bendungan, Rt.03/Rw.01, Suren, Srabah, Kec. Bendungan, Kab. Trenggalek, Jawa Timur",SPPG Trenggalek Bendungan Srabah,111.7074737,-7.9934832
JAWA TIMUR,KOTA BATU,BATU,NGAGLIK,"Jl. Abdul Gani Ngaglik Kec. Batu, Kota Batu, Jawa Timur",SPPG Kota Batu Batu Ngaglik 2,112.520796606642,-7.876574400399
JAWA TIMUR,GRESIK,SANGKAPURA,BULULANJANG,"Dusun Sungaitopo, Bululanjang, Kec. Sangkapura, Kab. Gresik, Jawa Timur",SPPG Gresik Sangkapura Bululanjang,112.630732,-5.821144
JAWA TIMUR,JEMBER,PANTI,SERUT,"Jl. Raya Panti, Desa Serut Rt 006 Rw 003, Kec. Panti, Kab. Jember, Jawa Timur",SPPG Jember Panti Serut 2,113.6436313,-8.1492625
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KLANGON,"Jl. Mh Thamrin, Klangon, Kec. Bojonegoro, Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Bojonegoro Klangon 3,111.87280745747,-7.153632452226
JAWA TIMUR,MALANG,KEPANJEN,SUKORAHARJO,"Jl. Raya Sukoraharjo, Ketapang, Sukoharjo, Kec. Kepanjen, Kab. Malang, Jawa Timur",SPPG Malang Kepanjen Sukoraharjo,112.595627,-8.111724
JAWA TIMUR,TULUNGAGUNG,PAKEL,SUKOANYAR,"Desa Sukoanyar, Kecamatan Pakel, Kabupaten Tulungagung, Jawa Timur",SPPG Tulungagung Pakel Sukoanyar,111.8090437,-8.170372
JAWA TIMUR,LUMAJANG,SUKODONO,KEBONAGUNG,"RT 01 RW 10, Dusun Krajan, Jl. Galunggung, Kebonagung, Kec. Sukodono, Kab. Lumajang, Jawa Timur",SPPG Lumajang Sukodono Kebonagung,113.215845615224,-8.110648479538
JAWA TIMUR,MOJOKERTO,DLANGGU,POHKECIK,"Pohkecik, Kecamatan Dlanggu, Kabupaten Mojokerto, Jawa Timur",SPPG Mojokerto Dlanggu Pohkecik,112.476921,-7.5549543
JAWA TIMUR,PACITAN,TULAKAN,JATIGUNUNG,"Jl. PacitanTrenggalek, Ponggok, Jatigunung, Kec. Tulakan, Kab. Pacitan, Jawa Timur",SPPG Pacitan Tulakan Jatigunung 2,111.2433669,-8.175511
JAWA TIMUR,BANGKALAN,BANGKALAN,MLAJAH,"Jl. Kenanga, Rw 02, Mlajah, Kec. Bangkalan, Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Bangkalan Mlajah 5,112.729450586592,-7.040198104009
JAWA TIMUR,MAGETAN,LEMBEYAN,LEMBEYAN KULON,"Dk Jatirejo RT 001/ RW 004, Kel. Lembeyan Kulon, Kec. Lembeyan, Kab. Magetan, Jawa Timur",SPPG Magetan Lembeyan Lembeyan Kulon,111.3906533,-7.7635412
JAWA TIMUR,MALANG,KEPANJEN,NGADILANGKUNG,"Jl. Sido Luhur No.87, Ngadilangkung, Kepanjen, Kab. Malang, Jawa Timur",SPPG Malang Kepanjen Ngadilangkung,112.575184712927,-8.106122706716
JAWA TIMUR,LAMONGAN,PACIRAN,TUNGGUL,"Jl. Daendels RT 04/RW 03, Desa Tunggul",SPPG Lamongan Paciran Tunggul,112.365153,-6.871268
JAWA TIMUR,BANGKALAN,TANJUNG BUMI,BUMI ANYAR,DUSUN KWANYAR RT 002 RW 003 DESA BUMI ANYAR KECAMATAN TANJUNG BUMI KABUPATEN BANGKALAN JAWA TIMUR,SPPG Bangkalan Tanjung Bumi Bumi Anyar,113.0799,-6.8912
JAWA TIMUR,KOTA SURABAYA,GUNUNG ANYAR,GUNUNG ANYAR,"Jl. Setapak Gunung Anyar Tambak V No. 18, 20 (Lama : Jl. Gunung Anyar Tambak II Kav. 144-145 / Jl. Modern II), Gunung Anyar Tambak, Gunung Anyar, Surabaya",SPPG Kota Surabaya Gunung Anyar Gunung Anyar 2,112.75083,-7.24917
JAWA TIMUR,SIDOARJO,SIDOARJO,SIDOKLUMPUK,"Jalan Kartini No. 59, Desa Sidoklumpuk, Kecamatan Sidoarjo, Kabupaten Sidoarjo, Provinsi Jawa Timur",SPPG Sidoarjo Sidoarjo Sidoklumpuk,112.721968774089,-7.44898570117
JAWA TIMUR,BANGKALAN,GEGER,KOMBANGAN,"JL. GEGER, SAFAAH, KOMBANGAN, KECAMATAN GEGER, KABUPATEN BANGKALAN, PROVINSI JAWA TIMUR",SPPG Bangkalan Geger Kombangan,112.94509,-6.995327
JAWA TIMUR,MALANG,BULULAWANG,WANDANPURO,"Jl. Sidomulyo IV Rt 028/008, Wandanpuro, Kec. Bululawang, Kab. Malang, Jawa Timur",SPPG Malang Bululawang Wandanpuro 4,112.6355973,-8.0733464
JAWA TIMUR,SITUBONDO,BANYUPUTIH,SUMBEREJO,"Jl. Khr. Syamsul Arifin, Sukorejo, Sumberejo, Kec. Banyuputih, Kab. Situbondo, Jawa Timur",SPPG Situbondo Banyuputih Sumberejo 3,114.2668093,-7.776184
JAWA TIMUR,JEMBER,AMBULU,SUMBEREJO,"Desa Sumberrejo, Kec. Ambulu, Kab. Jember Jawa Timur",SPPG Jember Ambulu Sumberejo,113.5809,-8.4299
JAWA TIMUR,PASURUAN,GRATI,KEDAWUNGWETAN,Jl. Raya Ngopak No 27/B7 Dsn. Krawan Kedawung Wetan Grati Kab. Pasuruan,SPPG Pasuruan Grati Kedawungwetan,112.981313413419,-7.700885882299
JAWA TIMUR,BANGKALAN,KAMAL,BANYUAJUH,"Jl. Sumbersari Kamal, Banyu Ajuh, Kec. Kamal, Kabupaten Bangkalan, Jawa Timur",SPPG Bangkalan Kamal Banyuajuh 2,112.720277915474,-7.160978559474
JAWA TIMUR,PAMEKASAN,PALENGAAN,PALENGAAN DAJAH,"Dusun Londalem, Desa Palengaan Dajah, Kecamatan Palengaan, Kabupaten Pamekasan, Jawa Timur",SPPG Pamekasan Palengaan Palengaan Dajah 1,113.4200807,-7.0331646
JAWA TIMUR,LAMONGAN,PACIRAN,BLIMBING,"Kelurahan Blimbing, Kecamatan Paciran, Kabupaten Lamongan, Jawa Timur",SPPG Lamongan Paciran Blimbing 5,112.2962588,-6.8901068
JAWA TIMUR,KEDIRI,PAPAR,PAPAR,"Jl Papar No 71, Dusun papar, desa papar, kec papar kab kediri",SPPG Kediri Papar Papar,112.000859653051,-7.857852528887
JAWA TIMUR,JOMBANG,WONOSALAM,WONOMERTO,"Dusun Gotehan Rt 002 Rw 002 Desa Wonomerto, Kec. Wonosalam, Kab. Jombang, Jawa Timur",SPPG Jombang Wonosalam Wonomerto,112.3722,-7.6735
JAWA TIMUR,MAGETAN,PANEKAN,BANJAREJO,"Jl. Raya Banjarejo, Banjarejo, Kec. Panekan, Kab. Magetan, Jawa Timur",SPPG Magetan Panekan Banjarejo,111.311068,-7.5890914
JAWA TIMUR,SUMENEP,MANDING,LALANGON,"Jl. Raya Manding, Desa Lalangon, Kec. Manding, Kab. Sumenep, Jawa Timur",SPPG Sumenep Manding Lalangon,113.860833736099,-6.979598669538
JAWA TIMUR,MALANG,AMPELGADING,TIRTOMARTO,"Dsn Tawangsari RT 002 RW 010 Desa Tirtomarto , TIRTOMARTO, AMPELGADING, KAB. MALANG, JAWA TIMUR",SPPG Malang Ampelgading Tirtomarto,112.8798523,-8.2408196
JAWA TIMUR,NGAWI,WIDODAREN,SEKARALAS,"Rt 04 / Rw 01, Ds. sekaralas, Kec. Widodaren, Kab. ngawi",SPPG Ngawi Widodaren Sekaralas,111.236072,-7.451473
JAWA TIMUR,JEMBER,SUMBERBARU,KALIGLAGAH,"Dusun Krajan Rt. 1 Kaliglahah, Kec. Sumberbaru, Kab. Jember, Jawa Timur",SPPG Jember Sumberbaru Kaliglagah,113.3748307,-8.0395038
JAWA TIMUR,BANYUWANGI,PESANGGARAN,SUMBERAGUNG,"Dusun Rejoagung, RT.007/RW.002, Desa Sumberagung, Kecamatan Pesanggaran, Kabupaten Banyuwangi, Jawa Timur",SPPG Banyuwangi Pesanggaran Sumberagung,114.03029,-8.601378
JAWA TIMUR,KOTA SURABAYA,WONOKROMO,DARMO,"Jl. Progo No. 10. Darmo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Wonokromo Darmo,112.739981819289,-7.292136613881
JAWA TIMUR,SIDOARJO,TARIK,SINGOGALIH,"Jl. Raya Singogalih, Singopadu, Singogalih, Kecamatan Tarik, Kabupaten  Sidoarjo, Jawa Timur.",SPPG Sidoarjo Tarik Singogalih,112.5092688,-7.4577351
JAWA TIMUR,BANGKALAN,AROSBAYA,BUDURAN,"Makam Air Mata, Buduran, Kec. Arosbaya Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Arosbaya Buduran 3,112.8501916,-6.9481255
JAWA TIMUR,KOTA BLITAR,SANANWETAN,SANANWETAN,Jl. Jawa No.85 Sawanwetan Kec. Sananwetan Kota Blitar,SPPG Kota Blitar Sananwetan Sananwetan,112.170928123583,-8.107517103519
JAWA TIMUR,KOTA SURABAYA,TAMBAKSARI,PACARKELING,"jl sawentar no 7 RT 001/ RW 011, Kel.Pacar Keling,Kec.Tambak Sari, Kota Surabaya",SPPG Kota Surabaya Tambaksari Pacarkeling 1,112.755940627659,-7.258704010052
JAWA TIMUR,BANYUWANGI,MUNCAR,WRINGINPUTIH,"Dusun Krajan, Wringin Putih, Kec. Muncar, Kab. Banyuwangi, Jawa Timur",SPPG Banyuwangi Muncar Wringinputih 3,114.3465206,-8.4814674
JAWA TIMUR,BONDOWOSO,MAESAN,PAKUNIRAN,"Jl. Bondowoso Jember, Rt. 04 Rw. 01, Pakuniran, Kec. Maesan, Kab. Bondowoso, Jawa Timur",SPPG Bondowoso Maesan Pakuniran,113.777037425355,-8.025068967929
JAWA TIMUR,KEDIRI,MOJO,SURAT,"Jl. Ngaglik Rt 01 Rw 01, Surat, Kecamatan Mojo, Kabupaten Kediri, Jawa Timur",SPPG Kediri Mojo Surat,111.9484046,-7.8795654
JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,DUKUH KUPANG,"Jl. Dukuh Kupang XXXI No. 38, Dukuh Kupang, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Dukuh Pakis Dukuh Kupang 2,112.717411198056,-7.279369005598
JAWA TIMUR,SAMPANG,BANYUATES,MONTOR,"Jl. Waduk Nipah Dusun Korbukor, Desa Montor, Kec. Banyuates, Kab. Sampang, Jawa Timur",SPPG Sampang Banyuates Montor 2,113.1939087,-6.9219058
JAWA TIMUR,BANYUWANGI,TEGALSARI,TEGALSARI,"Jl. Jajag Genteng, Dusun Mojoroto, Desa Tegalsari, Kecamatan Tegalsari, Kabupaten Banyuwangi, Jawa Timur",SPPG Banyuwangi Tegalsari Tegalsari 2,114.149688912117,-8.435051660157
JAWA TIMUR,MALANG,SINGOSARI,TOYOMARTO,"Rt 02 Rw 05 Dusun Glatik Desa Toyomarto, Kec. Singosari, Kab. Malang, Jawa Timur",SPPG Malang Singosari Toyomarto,112.620955,-7.819523
JAWA TIMUR,MALANG,KASEMBON,KASEMBON,"Jl. Mendalan No 03, Rt. 002 Rw. 004, Dusun Sanggrahan, Kec. Kasembon, Kab. Malang, Jawa Timur",SPPG Malang Kasembon Kasembon,112.320190993961,-7.784663571594
JAWA TIMUR,NGANJUK,BARON,GEBANGKEREP,"Perumahan Griya Gebangkerep Asri 2350, Gebangkerep, Baron, Kab. Nganjuk, Jawa Timur",SPPG Nganjuk Baron Gebangkerep,112.0665793,-7.6115856
JAWA TIMUR,NGANJUK,TANJUNGANOM,TANJUNGANOM,"Jl. Basuki Rahmad, Bagbogo, Kecamatan Tanjunganom, Kabupaten Nganjuk, Jawa Timur",SPPG Nganjuk Tanjunganom Tanjunganom 2,112.029232448336,-7.62590006061
JAWA TIMUR,TUBAN,SEMANDING,GEDONGOMBO,"Jl. Pahlawan Gang Ginding No.8, Dondong, Gedongombo, Kecamatan Semanding, Kabupaten Tuban, Jawa Timur",SPPG Tuban Semanding Gedongombo 5,112.073697985548,-6.906881937331
JAWA TIMUR,BANGKALAN,BURNEH,ALASKEMBANG,"Kampek Barat, Desa Alaskembang, Kecamatan Burneh, Kabupaten Bangkalan, Jawa Timur",SPPG Bangkalan Burneh Alaskembang,112.828561,-7.0366569
JAWA TIMUR,LAMONGAN,PUCUK,SUMBERJO,"Dusun Patalan Rt 01 / Rw 01 Desa Sumberjo  Kecamatan Pucuk,  Kab Lamongan, Jawa Timur, Sumberjo, Pucuk, Kabupaten Lamongan, Jawa Timur",SPPG Lamongan Pucuk Sumberjo,112.298415,-7.118493
JAWA TIMUR,KOTA MOJOKERTO,MAGERSARI,WATES,Karanglo Gg. 1 No. 26 RT 02 RW 02 Kel. Wates Kec. Magersari Kota Mojokerto,SPPG Kota Mojokerto Magersari Wates,112.445123053698,-7.454651638232
JAWA TIMUR,KOTA PROBOLINGGO,KANIGARAN,TISNONEGARAN,Jl. Ir. H Juanda no. 61 Kelurahan Tisnonegaran Kecamatan Kanigaran Kota Probolinggo Jawa Timur,SPPG Kota Probolinggo Kanigaran Tisnonegaran 3,113.2113019,-7.7564888
JAWA TIMUR,JEMBER,JELBUK,SUGERKIDUL,"Sugerkidul, Kecamatan Jelbuk, Kabupaten Jember, Jawa Timur",SPPG Jember Jelbuk Sugerkidul,113.7725079,-8.0495631
JAWA TIMUR,BANGKALAN,BURNEH,AROK,"Jl. Perumnas Raya, Dukoh, Arok, Kecamatan Burneh, Kabupaten Bangkalan, Jawa Timur",SPPG Bangkalan Burneh Arok,112.7762023,-7.0220739
JAWA TIMUR,MALANG,BULULAWANG,BULULAWANG,"Jl. Raya Bululawang No. 99, Bululawang, Kecamatan Bululawang, Kabupaten Malang, Jawa Timur",SPPG Malang Bululawang Bululawang 2,112.6414567,-8.0795804
JAWA TIMUR,BANYUWANGI,GAMBIRAN,YOSOMULYO,"Desa Yosomulyo, Kecamatan Gambiran, Kabupaten Banyuwangi, Jawa Timur",SPPG Banyuwangi Gambiran Yosomulyo,114.1652768,-8.4091574
JAWA TIMUR,GRESIK,KEDAMEAN,MENUNGGAL,"Dusun Kemuning, Rt 006 / Rw 006, Desa Menunggal, Kecamatan Kedamean, Kabupaten Gresik, Jawa Timur",SPPG Gresik Kedamean Menunggal,112.537989,-7.340792
JAWA TIMUR,KOTA KEDIRI,KOTA,BANJARAN,"Jl. Slamet Riyadi Gg 01, Rt 002 Rw 007, Kecamatan Kota, Kelurahan Banjaran, Kota Kediri, Jawa Timur",SPPG Kota Kediri Kota Banjaran 2,112.196991402748,-7.769451885377
JAWA TIMUR,PASURUAN,REMBANG,KANIGORO,"Kanigoro Kecamatan Rembang, Kabupatan Pasuruan, Jawa Timur",SPPG Pasuruan Rembang Kanigoro,112.80143,-7.64152
JAWA TIMUR,TUBAN,SENORI,SENDANG,"Sendang, Kecamatan Senori, Kabupaten Tuban, Jawa Timur",SPPG Tuban Senori Sendang,111.7298958,-7.0109202
JAWA TIMUR,PACITAN,ARJOSARI,TREMAS,"RT 01 RW 04 Dusun Karang Asem, Tremas, Kec. Arjosari, Kab. Pacitan, Jawa Timur",SPPG Pacitan Arjosari Tremas 2,111.142586,-8.12378
JAWA TIMUR,KOTA PASURUAN,PURWOREJO,TEMBOKREJO,"Tembokrejo, Kecamatan Purworejo, Kota Pasuruan, Jawa Timur",SPPG Kota Pasuruan Purworejo Tembokrejo,112.900962,-7.670241
JAWA TIMUR,PONOROGO,MLARAK,MLARAK,"Desa Mlarak, Kecamatan Mlarak, Kabupaten Ponorogo, Jawa Timur",SPPG Ponorogo Mlarak Mlarak,111.521789444528,-7.914777358766
JAWA TIMUR,TULUNGAGUNG,SUMBERGEMPOL,BUKUR,"Desa Bukur Rt.04 Rw.03, Bukur, Sumbergempol, Kab. Tulungagung, Jawa Timur",SPPG Tulungagung Sumbergempol Bukur,111.957851,-8.066974
JAWA TIMUR,TUBAN,SEMANDING,PRUNGGAHAN WETAN,"Jl. Mintaraga Taragan, RT 01/RW 01, Desa Prunggahan Wetan, Kec. Semanding, Kab. Tuban, Jawa Timur",SPPG Tuban Semanding Prunggahan Wetan,112.057663,-6.924631
JAWA TIMUR,NGAWI,MANTINGAN,KEDUNGHARJO,"Jl. Mantingan Pakah, Rt.25/Rw.04, Kedung Ombo, Kedungharjo, Kecamatan Mantingan, Kabupaten Ngawi, Jawa Timur",SPPG Ngawi Mantingan Kedungharjo,111.147178,-7.385886
JAWA TIMUR,BANYUWANGI,TEGALSARI,DASRI,"Jl. Tegalsari, Dasri, Kec. Tegalsari, Kab. Banyuwangi, Jawa Timur",SPPG Banyuwangi Tegalsari Dasri 2,112.737663439954,-7.265742352468
JAWA TIMUR,MOJOKERTO,MOJOSARI,JOTANGAN,"Desa Jotangan, Kecamatan Mojosari, Kabupaten Mojokerto, Jawa Timur",SPPG Mojokerto Mojosari Jotangan,112.54958,-7.497115
