Provinsi,Kab_Kota,Kecamatan,Kelurahan_Desa,Alamat,Nama_SPPG,Longitude,Latitude
JAWA TIMUR,BOJONEGORO,BOJONEGORO,PACUL,"Jl. Kh. R. Moh. Rosyid, Pacul, Kec. Bojonegoro, Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Bojonegoro Pacul 3,111.86683375662,-7.174318527573
JAWA TIMUR,PROBOLINGGO,PEJARAKAN,SUKOMULYO,"Desa Sukomulyo, Kecamatan Pejarakan, Kabupaten Probolinggo, Jawa Timur",SPPG Probolinggo Pejarakan Sukomulyo,113.3919094,-7.7592828
JAWA TIMUR,PROBOLINGGO,PAITON,SUMBERANYAR,"Dusun Sefar, Sumberanyar, Kec. Paiton, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Paiton Sumberanyar 2,113.5287732,-7.7176769
JAWA TIMUR,BANYUWANGI,GAMBIRAN,YOSOMULYO,"Dusun Sidorejo Wetan, Yosomulyo, Kec. Gambiran, Kab. Banyuwangi, Jawa Timur",SPPG Banyuwangi Gambiran Yosomulyo 2,114.1652768,-8.4091574
JAWA TIMUR,MALANG,WAJAK,CODO,"Jl. Agus Salim Rt.30 Rw.09, Codo, Kecamatan Wajak, Kabupaten Malang, Jawa Timur",SPPG Malang Wajak Codo 3,112.719651285291,-8.130872731858
JAWA TIMUR,PONOROGO,SOOKO,SOOKO,"Jl. Sooko Pulung, Kec. Sooko Ponorogo, Kab. Ponorogo, Jawa Timur",SPPG Ponorogo Sooko Sooko,111.67082,-7.91241
JAWA TIMUR,KOTA PROBOLINGGO,KEDOPOK,JREBENG KULON,"Jl. Kali Ciliwung No. 01, Kel. Jrebeng Kulon, Kec. Kedopok, Kota Probolinggo, Jawa Timur",SPPG Kota Probolinggo Kedopok Jrebeng Kulon 2,113.205902,-7.7833762
JAWA TIMUR,PASURUAN,NGULING,WATESTANI,"Jl. Pasuruan Probolinggo Desa Wates Tani Kecamatan Nguling Kabupaten Pasuruan, Jawa Timur",SPPG Pasuruan Nguling Watestani,113.055181,-7.735548
JAWA TIMUR,MALANG,DONOMULYO,SUMBEROTO,"Kampung Ngerendeng Rt 12 Rw 03, Sumberoto, Kec. Donomulyo, Kab. Malang, Jawa Timur",SPPG Malang Donomulyo Sumberoto,112.37959,-8.304483
JAWA TIMUR,MALANG,SUMBERPUCUNG,SAMBIGEDE,"Jl. Dr Wahidin Rt 21 Rw 07, Sambigede, Sumberpucung, Kab. Malang, Jawa Timur",SPPG Malang Sumberpucung Sambigede,112.502102,-8.1635432
JAWA TIMUR,BOJONEGORO,PADANGAN,CENDONO,"Jl. Bojonegoro Ngawi No. 102, Cendono, Padangan, Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Padangan Cendono,111.649251934165,-7.169082201477
JAWA TIMUR,PROBOLINGGO,KRAKSAAN,SIDOMUKTI,"Jl. Raya Imam Bonjol, Kel. Sidomukti, Kec. Kraksaan, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Kraksaan Sidomukti 4,113.423204,-7.7638233
JAWA TIMUR,LAMONGAN,SUGIO,LAWANGANAGUNG,"Jl. Kumisik Rt.001/004, Lawanganagung, Kec. Sugio, Kab. Lamongan, Jawa Timur",SPPG Lamongan Sugio Lawanganagung,112.300914,-7.206058
JAWA TIMUR,KOTA SURABAYA,KARANG PILANG,KEDURUS,"Kedurus Dukuh 2/14 RT03 RW04, Kelurahan Kedurus, Kecamatan Karang Pilang, Kota Surabaya, Provinsi Jawa Timur",SPPG Kota Surabaya Karang Pilang Kedurus,112.708892083126,-7.3215265839
JAWA TIMUR,KEDIRI,PLOSOKLATEN,PLOSO LOR,"Jl. Sumontoro, Desa Ploso Lor, Kec. Plosoklaten, Kab. Kediri, Jawa Timur",SPPG Kediri Plosoklaten Ploso Lor 3,112.1534283,-7.8563073
JAWA TIMUR,LAMONGAN,MANTUP,SUKOBENDU,"Desa Sukobendu, Kecamatan Mantup, Kabupaten Lamongan, Jawa Timur",SPPG Lamongan Mantup Sukobendu 3,112.3143793,-7.2144843
JAWA TIMUR,TUBAN,JENU,SUGIHWARAS,"Jl. Soekarno Hatta, Jabung, Sugihwaras, Kec. Jenu,  Kabupaten Tuban, Jawa Timur 62352",SPPG Tuban Jenu Sugihwaras 2,112.031,-6.8691
JAWA TIMUR,KOTA BATU,BATU,TEMAS,"Jl. Pattimura No.27, Temas, Batu, Kota Batu, Jawa Timur",SPPG Kota Batu Batu Temas 2,112.539232853774,-7.883170530985
JAWA TIMUR,TUBAN,SEMANDING,BEJAGUNG,"Jl. Pangeran Pengulu 09, Bejagung, Semanding, Kab. Tuban, Jawa Timur",SPPG Tuban Semanding Bejagung,112.0596577,-6.9205867
JAWA TIMUR,NGANJUK,SAWAHAN,BARENG,"Jl. Sedudo No.07, Sawahan, Kec. Sawahan, Kab. Nganjuk, Jawa Timur",SPPG Nganjuk Sawahan Bareng 4,111.7733327,-7.7415059
JAWA TIMUR,SUMENEP,GAPURA,PANAGAN,"Dusun Raas, Desa/Kelurahan Panagan, Kec. Gapura, Kab. Sumenep, Provinsi Jawa Timur",SPPG Sumenep Gapura Panagan,113.9495142,-6.9938835
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,KUTOANYAR,"Jl. Maijen Sungkono No. 63-67, Kelurahan Kutoanyar, Kecamatan Tulungagung, Kabupaten Tulungagung Jawa Timur",SPPG Tulungagung Tulungagung Kutoanyar,111.8901975,-8.0660235
JAWA TIMUR,SITUBONDO,BESUKI,BESUKI,"Jl. Raya Pasir Putih Besuki, Dusun Kota Timur, Besuki, Kec. Besuki, Kab. Situbondo, Jawa Timur",SPPG Situbondo Besuki Besuki 2,113.693190893842,-7.733027072755
JAWA TIMUR,TUBAN,RENGEL,BANJARARUM,"Dusun Blimbing, Desa Banjararum, Kecamatan Rengel, Kabupaten Tuban, Jawa Timur",SPPG Tuban Rengel Banjararum,112.049988,-7.06368
JAWA TIMUR,JEMBER,PUGER,GRENDEN,"Jl. A Yani, Grenden, Kecamatan Puger, Kabupaten Jember, Jawa Timur",SPPG Jember Puger Grenden 2,113.4651198,-8.3439626
JAWA TIMUR,SIDOARJO,TULANGAN,GRINTING,"Dusun Grinting, Desa Grinting, Kecamatan Tulangan, Kabupaten Sidoarjo, Jawa Timur",SPPG Sidoarjo Tulangan Grinting,112.6409,-7.454
JAWA TIMUR,SIDOARJO,SIDOARJO,LEMAHPUTRO,"Taman Pinang Indah E3/18, Kelurahan Lemahputro, Kecamatan Sidoarjo, Kabupaten Sidoarjo, Provinsi Jawa Timur",SPPG Sidoarjo Sidoarjo Lemahputro,112.708204515608,-7.457861885176
JAWA TIMUR,NGAWI,GERIH,GERIH,"Desa Gerih Kecamatan Gerih, Kabupaten Ngawi, Jawa Timur",SPPG Ngawi Gerih Gerih 2,111.403741015139,-7.524348266776
JAWA TIMUR,KEDIRI,NGANCAR,SEMPU,"Sempu, Kec. Ngancar, Kabupaten Kediri, Jawa Timur 64291",SPPG Kediri Ngancar Sempu,112.1789,-7.9331
JAWA TIMUR,BLITAR,KANIGORO,KUNINGAN,"Desa Kuningan, Kecamatan Kanigoro, Kabupaten Blitar, Provinsi Jawa Timur",SPPG Blitar Kanigoro Kuningan,112.181804,-8.1147489
JAWA TIMUR,BONDOWOSO,JAMBESARI DARUS SHOLAH,JAMBEANOM,"Dusun Krajan Rt 035 Rw 006, Jambeanom, Kec. Jambesari Darus Sholah, Kab. Bondowoso, Jawa Timur",SPPG Bondowoso Jambesari Darus Sholah Jambeanom,113.8566825,-7.9904247
JAWA TIMUR,SAMPANG,SOKOBANAH,TAMBERU DAYA,"Bajur, Tamberu Daya, Kecamatan Sokobanah, Kabupaten Sampang, Jawa Timur",SPPG Sampang Sokobanah Tamberu Daya 4,113.453892,-6.919868
JAWA TIMUR,SIDOARJO,SIDOARJO,SEKARDANGAN,"Sekardangan Gang II No.65, Sekardangan, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur",SPPG Sidoarjo Sidoarjo Sekardangan 2,112.7228,-7.4641
JAWA TIMUR,BONDOWOSO,BONDOWOSO,BLINDUNGAN,"Jl. KH Agus Salim No. 32-40 Blindungan, Kecamatan Bondowoso, Kabupaten Bondowoso, Jawa Timur",SPPG Bondowoso Bondowoso Blindungan,113.826562264888,-7.910428006844
JAWA TIMUR,GRESIK,MENGANTI,PUTATLOR,Jl. Raya Putat Lor 48 RT02/RW01 Kel. Putat Lor,SPPG Gresik Menganti Putat Lor,112.5621875,-7.261535
JAWA TIMUR,PAMEKASAN,LARANGAN,BLUMBUNGAN,"Jalan Dusun Berruh, Desa Blumbungan, Kecamatan Larangan, Kabupaten Pamekasan, Provinsi Jawa Timur",SPPG Pamekasan Larangan Blumbungan,113.514615,-7.114751
JAWA TIMUR,GRESIK,DUKUN,IMA'AN,"Jl. Petiyin Tunggal, Imaan, Kec. Dukun, Kab. Gresik, Jawa Timur",SPPG Gresik Dukun Ima`an,112.429435491762,-6.967110506709
JAWA TIMUR,TULUNGAGUNG,BOYOLANGU,SERUT,"RT 004 RW 003 Dusun Pelem, Desa Serut, Kecamatan Boyolangu, Kabupaten Tulungagung, Jawa Timur",SPPG Tulungagung Boyolangu Serut,111.9129791,-8.0846637
JAWA TIMUR,PONOROGO,JENANGAN,NGRUPIT,"Jl. Pos Barat 34-28, Tenggang, Ngrupit, Kecamatan Jenangan, Kabupaten Ponorogo, Jawa Timur",SPPG Ponorogo Jenangan Ngrupit,111.5137756,-7.8085016
JAWA TIMUR,JOMBANG,MOJOAGUNG,JOHOWINONG,"Dusun Johowinong, Rt 011 Rw 003, Desa Johowinong, Kec. Mojoagung, Kab. Jombang, Jawa Timur",SPPG Jombang Mojoagung Johowinong 2,112.3606507,-7.5270329
JAWA TIMUR,PROBOLINGGO,DRINGU,SUMBERSUKO,"Dusun Sekolahan, Rt.014/Rw.003, Sumbersuko, Kec. Dringu, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Dringu Sumbersuko,113.258807,-7.81113
JAWA TIMUR,BANGKALAN,KOKOP,KATOL TIMUR,"Dusun Katol, Kecamatan Kokop, Katol Timur, Kokop, Kabupaten Bangkalan, Jawa Timur",SPPG Bangkalan Kokop Katol Timur,113.012214,-6.983856
JAWA TIMUR,NGANJUK,KERTOSONO,TEMBARAK,"Jl. Tembarak XV No.10, Tembarak, Kecamatan Kertosono, Kabupaten Nganjuk, Jawa Timur 64315",SPPG Nganjuk Kertosono Tembarak,112.1,-7.60864
JAWA TIMUR,BANGKALAN,TRAGAH,PAMORAH,"Jl. Raya Tragah, Pamorah, Kec. Tragah, Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Tragah Pamorah,112.814985795031,-7.075867789995
JAWA TIMUR,LUMAJANG,LUMAJANG,CITRODIWANGSAN,"Jl. Perum Pandjaitan Nomor 1-A , Citrodiwangsan, Kec. Lumajang, Kab. Lumajang, Jawa Timur",SPPG Lumajang Lumajang Citrodiwangsan 2,113.215114124147,-8.135580961597
JAWA TIMUR,MALANG,TUREN,TALOK,"Jl. Kh. Wahid Hasyim No. 16 Madyorenggo, Talok, Kecamatan Turen, Kabupaten Malang, Jawa Timur",SPPG Malang Turen Talok 2,112.700291477209,-8.181065152155
JAWA TIMUR,MOJOKERTO,GEDEG,SIDOHARJO,"Jl. Raya Losari Timur, Rt/Rw.26/04, Ds. Sidoharjo, Kec. Gedeg, Kab.Mojokerto, Jawa Timur",SPPG Mojokerto Gedeg Sidoharjo,112.4307,-7.4484
JAWA TIMUR,JEMBER,KENCONG,KENCONG,"Jl. Krakatau No. 76 Kencong, Kec. Kencong, Kab. Jember, Jawa Timur",SPPG Jember Kencong Kencong,113.361447513795,-8.269348453392
JAWA TIMUR,PAMEKASAN,TLANAKAN,KRAMAT,"Jl. Raya Kramat Dusun Penanggun Barat, Desa Kramat, Kec. Tlanakan, Kab Pamekasan, Kramat, Tlanakan, Kab. Pamekasan, Jawa Timur",SPPG Pamekasan Tlanakan Kramat,113.410077,-7.203772
JAWA TIMUR,JEMBER,SUMBERSARI,SUMBERSARI,"Jl. Sumatera No. 89, Kelurahan Sumbersari, Kecamatan Sumbersari, Kabupaten Jember. Jawa Timur",SPPG Jember Sumbersari Sumbersari 3,113.708335465616,-8.172598713158
JAWA TIMUR,MOJOKERTO,KEMLAGI,BERATKULON,"Jl. Pendidikan No.5, Beratkulon,  Kec. Kemlagi, Kab. Mojokerto, Jawa Timur",SPPG Mojokerto Kemlagi Beratkulon,112.376399624353,-7.429267759717
JAWA TIMUR,BLITAR,TALUN,JEBLOG,"Jl. Semboja No. 21, Dsn. Pundensari, RT 03 / RW 02, Ds. Jeblog, Kec. Talun, Kab. Blitar, Jawa Timur",SPPG Blitar Talun Jeblog,112.2542,-8.122067
JAWA TIMUR,MALANG,PAKIS,PAKISKEMBAR,"Jl. H. Mustofa No.138 Rt 01 Rw 05, Pakiskembar, Kec. Pakis, Kab. Malang, Jawa Timur",SPPG Malang Pakis Pakiskembar 2,112.7131,-7.9604
JAWA TIMUR,KOTA MALANG,SUKUN,BAKALANKRAJAN,"Jl. Pelabuhan Bakahauni Rt 004 Rw 006, Bakalankrajan, Kec. Sukun, Kota Malang, Jawa Timur",SPPG Kota Malang Sukun Bakalankrajan 2,112.607729127861,-8.004465169509
JAWA TIMUR,NGAWI,NGRAMBE,NGRAMBE,"Dusun Pule Rt 002 Rw 001 Desa Ngrambe, Kec. Ngrambe, Kab. Ngawi, Jawa Timur",SPPG Ngawi Ngrambe Ngrambe 2,111.207050550292,-7.50416478453
JAWA TIMUR,BOJONEGORO,BALEN,SIDOBANDUNG,"Gang Sawo 2 Dusun Mekarah Rt. 004 Rw. 001 Desa Sidobandung Kec. Balen Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Balen Sidobandung,111.953596,-7.227028
JAWA TIMUR,SIDOARJO,BUDURAN,PRASUNG,"Jl. Mbah Sholeh, Prasungtani, Prasung, Kec. Buduran, Kab. Sidoarjo, Jawa Timur",SPPG Sidoarjo Buduran Prasung,112.751177,-7.4321646
JAWA TIMUR,TRENGGALEK,MUNJUNGAN,MASARAN,RT 18 RW 04 Dusun Singgihan Desa Masaran Kecamatan Munjungan Kabupaten Trenggalek Provinsi Jawa Timur,SPPG Trenggalek Munjungan Masaran,111.566302,-8.291488
JAWA TIMUR,BOJONEGORO,KANOR,KANOR,"Dusun Grape, Desa Kanor, Kec. Kanor, Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Kanor Kanor,112.019386,-7.097649
JAWA TIMUR,KEDIRI,PLOSOKLATEN,PLOSO LOR,"Jl. Raya Pare Wates, Sumantoro, Ploso Lor, Kec. Plosoklaten, Kab. Kediri, Jawa Timur",SPPG Kediri Plosoklaten Ploso Lor 2,112.1534283,-7.8563073
JAWA TIMUR,TULUNGAGUNG,BOYOLANGU,MOYOKETEN,"Dusun Pacet RT/RW 001/004 Desa Moyoketen Kecamatan Boyolangu Kabupaten Tulungagung, Jawa Timur",SPPG Tulungagung Boyolangu Moyoketen 2,111.8932685,-8.0918042
JAWA TIMUR,KOTA MOJOKERTO,PRAJURITKULON,PULOREJO,"Jl. Cancer, Pulorejo, Kec. Prajuritkulon, Kota Mojokerto, Jawa Timur",SPPG Kota Mojokerto Prajuritkulon Pulorejo 2,112.4214693,-7.4641903
JAWA TIMUR,PAMEKASAN,KADUR,KERTAGENA LAOK,"Dusun Kadungdung Desa Kertagena Laok, Kecamatan Kadur, Kabupaten Pamekasan Provinsi Jawa Timur",SPPG Pamekasan Kadur Kertagena Laok,113.605833,-7.097804
JAWA TIMUR,KOTA KEDIRI,MOJOROTO,SUKORAME,"Regency Pesona Puncak Permai Blok E No. 8, Sukorame, Kecamatan Mojoroto, Kota Kediri, Jawa Timur",SPPG Kota Kediri Mojoroto Sukorame 3,111.983470747388,-7.80953320557
JAWA TIMUR,PASURUAN,REMBANG,REMBANG,"Jl. Raya Rembang No.54, Rembang 3, Rembang, Kec. Rembang, Pasuruan, Jawa Timur 67152",SPPG Pasuruan Rembang Rembang,112.8037,-7.6357
JAWA TIMUR,SAMPANG,OMBEN,RAPA DAYA,"Rapa Daya, Kecamatan Omben, Kabupaten Sampang, Jawa Timur",SPPG Sampang Omben Rapa Daya,113.3236151,-7.0909097
JAWA TIMUR,TUBAN,JENU,BEJI,"Desa Beji, Kecamatan Jenu, Kabupaten Tuban, Jawa Timur",SPPG Tuban Jenu Beji 3,111.9872013,-6.828232
JAWA TIMUR,LAMONGAN,LAMONGAN,SIDOKUMPUL,jl.kinameng indah no 57 dapur barat sidokumpul lamongan Jawa Timur,SPPG Lamongan Lamongan Sidokumpul,112.419535272878,-7.114392481426
JAWA TIMUR,SAMPANG,CAMPLONG,DHARMA TANJUNG,"Sdn Dharma Tanjung 2, Dharma Tanjung, Kec. Camplong, Kab. Sampang, Jawa Timur",SPPG Sampang Camplong Dharma Tanjung 2,113.3904367,-7.2076749
JAWA TIMUR,TULUNGAGUNG,BOYOLANGU,SERUT,"Jalan Mastrip Gang Bubudan RT 03 RW 02 Dusun Pelem, Desa Serut, Kecamatan Boyolangu, Kabupaten Tulungagung, Provinsi Jawa Timur (66235).",SPPG Tulungagung Boyolangu Karangrejo 2,111.907363083277,-8.077887062587
JAWA TIMUR,KOTA PROBOLINGGO,MAYANGAN,MAYANGAN,"Jl. Dr. Wahiddin No 16, Mayangan, Kec. Mayangan, Kota Probolinggo, Jawa Timur",SPPG Kota Probolinggo Mayangan Mayangan 5,113.211339401645,-7.75092951383
JAWA TIMUR,MAGETAN,LEMBEYAN,LEMBEYAN WETAN,"Jl. Raya Lembeyan Parang, Lembeyan Wetan, Kec. Lembeyan, Kab. Magetan, Jawa Timur",SPPG Magetan Lembeyan Lembeyan Wetan,111.3995,-7.7656
JAWA TIMUR,PROBOLINGGO,TIRIS,REJING,"Dusun Gembor II Rt 006 Rw 002, Desa Rejing, Kec. Tiris, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Tiris Rejing,113.310153,-7.908571
JAWA TIMUR,MAGETAN,MAGETAN,BARON,"Desa Baron Rt 01 Rw 03, Kecamatan. Magetan, Kab. Magetan, Jawa Timur",SPPG Magetan Magetan Baron,111.348223432546,-7.644819825849
JAWA TIMUR,BONDOWOSO,SUMBERWRINGIN,SUMBER GADING,"Desa Sumber Gading Rt 26,Rw 03 Kec. Sumberwringin, Kab. Bondowoso, Jawa Timur",SPPG Bondowoso Sumberwringin Sumber Gading,113.9833,-7.9621
JAWA TIMUR,MOJOKERTO,KEMLAGI,MOJOKUMPUL,"Jl. Kepuh Sawo, Mojokumpul, Kecamatan Kemlagi, Kabupaten Mojokerto, Jawa Timur",SPPG Mojokerto Kemlagi Mojokumpul,112.3943562,-7.4017438
JAWA TIMUR,PAMEKASAN,PALENGAAN,BANYUPELLE,"Aenng Nyono Dekat Pasar, Banyupelle, Palenggaan, Kab. Pamekasan, Jawa Timur",SPPG Pamekasan Palengaan Banyupelle,113.3978353,-7.0796159
JAWA TIMUR,KEDIRI,MOJO,PLOSO,"Desa Ploso, Kecamatan Mojo, Kabupaten Kediri, Jawa Timur",SPPG Kediri Mojo Ploso 2,111.9545829,-7.9240131
JAWA TIMUR,BANGKALAN,TANAH MERAH,TANAH MERAH DAJAH,"Desa Tanah Merah Dajah, Kecamatan Tanah Merah, Kabupaten Bangkalan, Jawa Timur",SPPG Bangkalan Tanah Merah Tanah Merah Dajah 2,112.8815,-7.0867
JAWA TIMUR,KOTA KEDIRI,PESANTREN,TEMPUREJO,Desa Tempurejo Kecamatan Pesantren Kota Kediri Jawa Timur,SPPG Kota Kediri Pesantren Tempurejo,112.0630254,-7.8423814
JAWA TIMUR,JEMBER,AMBULU,KARANGANYAR,"Jl. Dahlia Ambulu No 12, Desa Karanganyar, Kecamatan Ambulu, Kabupaten Jember, Jawa Timur",SPPG Jember Ambulu Karanganyar 2,113.6141833,-8.3202905
JAWA TIMUR,MALANG,NGANTANG,MULYOREJO,"Jl. Raya, Sidorejo, Mulyorejo, Kecamatan Ngantang, Kabupaten Malang, Jawa Timur",SPPG Malang Ngantang Mulyorejo 2,112.3800479,-7.8741737
JAWA TIMUR,KEDIRI,BADAS,KRECEK,"RT 02 RW 04 Krecek, BADAS, KAB. KEDIRI, JAWA TIMUR",SPPG Kediri Badas Krecek,112.2232229,-7.7311313
JAWA TIMUR,MOJOKERTO,DLANGGU,SEGUNUNG,"Segunung, Kabupaten Mojokerto, Jawa Timur",SPPG Mojokerto Dlanggu Segunung,112.4804506,-7.5871268
JAWA TIMUR,JOMBANG,NGORO,KERTOREJO,"Desa Kertorejo, Kec. Ngoro, Kab. Jombang Jawa Timur",SPPG Jombang Ngoro Kertorejo,112.2764716,-7.6589518
JAWA TIMUR,MALANG,DAMPIT,MAJANGTENGAH,"Lambang Kuning Rt 35 Rw 05 Desa Majangtengah, Kec. Dampit, Kab. Malang, Jawa Timur",SPPG Malang Dampit Majangtengah 2,112.7186161,-8.1980075
JAWA TIMUR,KOTA SURABAYA,SUKOLILO,KLAMPIS NGASEM,"Jl. Klampis Anom Blok D No. 8, Klampis Ngasem, Kec. Sukolilo, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Sukolilo Klampis Ngasem,112.774984814588,-7.290615382274
JAWA TIMUR,PASURUAN,NGULING,SEDARUM,"Jl. Raya, Pacinan, Sedarum, Kec. Nguling, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Nguling Sedarum 2,113.0527618,-7.7171584
JAWA TIMUR,GRESIK,SANGKAPURA,SIDOGEDUNGBATU,"Jl. Langkar Bawean Desa Sidogedungbatu, Kec. Sangkapura, Kab. Gresik, Jawa Timur",SPPG Gresik Sangkapura Sidogedungbatu 2,112.7244822,-5.8022707
JAWA TIMUR,BANGKALAN,BANGKALAN,KRATON,"Jl. Mayjend Sungkono, Rw 007, Kraton, Kec. Bangkalan, Kab. Bangkalan",SPPG Bangkalan Bangkalan Kraton,112.751774174628,-7.030458733816
JAWA TIMUR,PASURUAN,SUKOREJO,SUWAYUWO,"Jl. Raya Malang Gempol, Suwayuwo, Kec. Sukorejo, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Sukorejo Suwayuwo 2,112.708334,-7.6851055
JAWA TIMUR,KOTA SURABAYA,TAMBAKSARI,PACARKELING,"Jl. Kalasan No. 19 Rt 002 Rw 011, Pacar Keling, Kec. Tambaksari, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Tambaksari Pacarkeling 3,112.757119626159,-7.258436417793
JAWA TIMUR,BONDOWOSO,PRAJEKAN,SEMPOL,"Krajan 1 Rt 07 Rw 04 Sempol, Kec. Prajekan, Kab. Bondowoso, Jawa Timur",SPPG Bondowoso Prajekan Sempol 3,114.007088,-7.80004
JAWA TIMUR,JOMBANG,JOGOROTO,ALANG-ALANG CARUBAN,"Desa Alang-Alang Caruban, Kec. Jogoroto, Kab. Jombang, Jawa Timur",SPPG Jombang Jogoroto Alang-alang Caruban,112.2925,-7.5837
JAWA TIMUR,BLITAR,SRENGAT,KERJEN,"Dusun Kerjen Rt.04 Rw.02, Kerjen, Kec. Srengat, Kab. Blitar, Jawa Timur",SPPG Blitar Srengat Kerjen 2,112.050037,-8.0796
JAWA TIMUR,MALANG,JABUNG,KEMANTREN,"Jl. Patimura No.31, Putuk Rejo, Kemantren, Kec. Jabung, Kab. Malang, Jawa Timur",SPPG Malang Jabung Kemantren 2,112.7442034,-7.9379425
JAWA TIMUR,PAMEKASAN,PEGANTENAN,BULANGAN TIMUR,"Dusun Timur, Desa Bulangan Timur, Kec. Pegantenan, Kab. Pamekasan, Jawa Timur",SPPG Pamekasan Pegantenan Bulangan Timur,113.513121,-7.0478
JAWA TIMUR,KOTA MOJOKERTO,PRAJURITKULON,BLOOTO,"Dusun Kemasan Gang 2, Rt 02 Rw 03, Kelurahan Blooto, Kecamatan Prajuritkulon, Kota Mojokerto, Jawa Timur",SPPG Kota Mojokerto Prajuritkulon Blooto,112.413204547091,-7.484433280402
JAWA TIMUR,PROBOLINGGO,KOTAANYAR,KOTAANYAR,"Kotaanyar, Kecamatan Kotaanyar, Kabupaten Probolinggo, Jawa Timur",SPPG Probolinggo Kotaanyar Kotaanyar 2,113.545412395139,-7.741816788557
JAWA TIMUR,TRENGGALEK,MUNJUNGAN,BANGUN,"RT 35 RW 03 Dusun Jajar, Desa Bangun, Kec. Munjungan, Kab. Trenggalek, Jawa Timur",SPPG Trenggalek Munjungan Bangun 2,111.630193,-8.285812
JAWA TIMUR,BANYUWANGI,TEGALSARI,TAMANSARI,"Dusun Polean Rt.03 Rw.05, Desa Tamansari, Kec. Tegalsari. Kab. Banyuwangi. Jawa Timur",SPPG Banyuwangi Tegalsari Tamansari,114.1100425,-8.3749732
JAWA TIMUR,NGAWI,SINE,SINE,"Dusun Krajan Wetan, Desa Sine, Kecamatan Sine, Kabupaten Ngawi, Jawa Timur",SPPG Ngawi Sine Sine,111.163136287653,-7.513757074751
JAWA TIMUR,PROBOLINGGO,KRUCIL,BETEK,"Betek, Kecammatan Krucil, Kabupaten Probolinggo, Jawa Timur",SPPG Probolinggo Krucil Betek,113.4129366,-7.9000979
JAWA TIMUR,PROBOLINGGO,PAITON,SIDODADI,"Jl. Raya Pantura, Dusun Kebun, Rt 020 Rw 005, Sidodadi, Kec. Paiton, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Paiton Sidodadi 2,113.4916498,-7.7318335
JAWA TIMUR,SIDOARJO,TARIK,MERGOBENER,"Jl. Raya Prambon Tarik Dusun Mergayu Rt 006 Rw 002, Mergobener, Kec. Tarik, Kab. Sidoarjo, Jawa Timur",SPPG Sidoarjo Tarik Mergobener,112.537462,-7.469383
JAWA TIMUR,BOJONEGORO,BALEN,PILANGGEDE,"Jl. Desa Pilanggede Kecamatan Balen, Kabupaten Bojonegoro, Jawa Timur",SPPG Bojonegoro Balen Pilanggede,111.972562,-7.165147
JAWA TIMUR,JOMBANG,PLOSO,REJOAGUNG,"Jl. Darmo Sugondo 28 A. Desa Rejoagung Rt. 01. Rw. 04, Rejoagung, Kec. Ploso, Kab. Jombang, Jawa Timur",SPPG Jombang Ploso Rejoagung 2,112.225103,-7.4600931
JAWA TIMUR,PASURUAN,SUKOREJO,KENDURUAN,"Jl. Sukorejo Bangil KM 8 Kenduruan Kec. Sukorejo, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Sukorejo Kenduruan,112.74647,-7.675639
JAWA TIMUR,MOJOKERTO,SOOKO,BRANGKAL,"Jl Kedung Maling No 3, Kedung Maling 2, Kedung Maling, Kec. Sooko, Kab. Mojokerto, Jawa Timur",SPPG Mojokerto Sooko Brangkal,112.4212703,-7.523554
JAWA TIMUR,KOTA MADIUN,TAMAN,TAMAN,"Jl. Salak Barat V Ciliwung Kel Taman Kec Taman Kota Madiun, Taman, Taman, Kota Madiun, Jawa Timur",SPPG Kota Madiun Taman Taman,111.525622397599,-7.643494639819
JAWA TIMUR,JEMBER,KALIWATES,JEMBERKIDUL,"RT.05 RW.02 , Jemberkidul, Kaliwates, Kab. Jember, Jawa Timur",SPPG Jember Kaliwates Jemberkidul,113.695729,-8.1714134
JAWA TIMUR,PONOROGO,JENANGAN,PLALANGAN,"Dukuh Puyut Rt 002/001 Plalangan, Kec. Jenangan, Kab. Ponorogo, Jawa Timur",SPPG Ponorogo Jenangan Plalangan,111.51807,-7.83245
JAWA TIMUR,MOJOKERTO,TROWULAN,TROWULAN,"Dusun Tegalor, Trowulan, Kec. Trowulan, Kab. Mojokerto, Jawa Timur",SPPG Mojokerto Trowulan Trowulan 4,112.381688645027,-7.555301106925
